Time,Req Speed,Motor Speed,Volt Left,Speed Error,Voltage Request,Current,Current Req,Current Error,Right PWM,I part,Speed Prop Part 
3.916,8086,8053,3.3200000000000003,3,2.033,0.184,0.18,-0.004,6139,0.18,0.0
3.9170000000000003,8086,8009,3.3200000000000003,8,2.025,0.192,0.18,-0.012,6114,0.18,0.0
3.918,8086,7987,3.3120000000000003,10,2.017,0.192,0.18,-0.012,6090,0.18,0.0
3.92,8086,8053,3.3040000000000003,3,2.0180000000000002,0.176,0.18,0.004,6093,0.18,0.0
3.9210000000000003,8086,8074,3.2960000000000003,1,2.027,0.168,0.18,0.012,6119,0.18,0.0
3.922,8086,8074,3.3120000000000003,1,2.0300000000000002,0.176,0.18,0.004,6129,0.18,0.0
3.923,8086,8096,3.3200000000000003,-2,2.033,0.176,0.18,0.004,6139,0.18,-0.001
3.9250000000000003,8086,8031,3.3120000000000003,5,2.029,0.184,0.18,-0.004,6125,0.18,0.0
3.926,8086,8009,3.3040000000000003,8,2.0260000000000002,0.184,0.18,-0.004,6118,0.18,0.0
3.927,8086,8009,3.2960000000000003,8,2.024,0.184,0.18,-0.004,6111,0.18,0.0
3.9290000000000003,8086,8053,3.3040000000000003,3,2.025,0.176,0.18,0.004,6115,0.18,0.0
3.93,8086,8118,3.3120000000000003,-4,2.0340000000000003,0.168,0.18,0.012,6142,0.18,-0.001
3.931,8086,8096,3.3200000000000003,-2,2.0380000000000003,0.176,0.18,0.004,6152,0.18,-0.001
3.9330000000000003,8086,8031,3.3120000000000003,5,2.039,0.184,0.18,-0.004,6156,0.18,0.0
3.934,8086,8031,3.3120000000000003,5,2.037,0.184,0.18,-0.004,6149,0.18,0.0
3.935,8086,7987,3.2960000000000003,10,2.0340000000000003,0.184,0.18,-0.004,6143,0.18,0.0
3.936,8086,8009,3.3120000000000003,8,2.032,0.184,0.18,-0.003,6136,0.18,0.0
3.938,8086,8096,3.3200000000000003,-2,2.0340000000000003,0.176,0.18,0.005,6141,0.181,-0.001
3.939,8086,8096,3.3200000000000003,-2,2.037,0.176,0.18,0.005,6151,0.181,-0.001
3.94,8086,8096,3.3040000000000003,-2,2.041,0.176,0.18,0.005,6162,0.181,-0.001
3.942,8086,8031,3.3120000000000003,5,2.037,0.184,0.18,-0.003,6150,0.181,0.0
3.943,8086,7987,3.2960000000000003,10,2.035,0.184,0.18,-0.003,6144,0.181,0.0
3.944,8086,7965,3.3040000000000003,12,2.027,0.192,0.18,-0.011,6121,0.181,0.0
3.946,8086,8053,3.3200000000000003,3,2.0180000000000002,0.184,0.18,-0.003,6093,0.181,0.0
3.947,8086,8074,3.3120000000000003,1,2.0220000000000002,0.176,0.18,0.005,6104,0.181,0.0
3.948,8086,8074,3.3120000000000003,1,2.025,0.176,0.18,0.005,6115,0.181,0.0
3.9490000000000003,8086,8053,3.3040000000000003,3,2.029,0.176,0.18,0.005,6127,0.181,0.0
3.951,8086,8031,3.2960000000000003,5,2.037,0.176,0.18,0.005,6149,0.181,0.0
3.952,8086,8009,3.3040000000000003,8,2.035,0.184,0.18,-0.003,6144,0.181,0.0
3.9530000000000003,8086,8031,3.3200000000000003,5,2.033,0.184,0.18,-0.003,6139,0.181,0.0
3.955,8086,8031,3.3120000000000003,5,2.0300000000000002,0.184,0.18,-0.003,6128,0.181,0.0
3.956,8086,8074,3.3120000000000003,1,2.0340000000000003,0.176,0.18,0.005,6140,0.181,0.0
3.9570000000000003,8086,8074,3.2960000000000003,1,2.037,0.176,0.18,0.005,6152,0.181,0.0
3.959,8086,8053,3.3040000000000003,3,2.045,0.176,0.18,0.005,6175,0.181,0.0
3.96,8086,8053,3.3200000000000003,3,2.044,0.184,0.18,-0.003,6170,0.181,0.0
3.9610000000000003,8086,8053,3.3200000000000003,3,2.0420000000000003,0.184,0.18,-0.003,6166,0.181,0.0
3.963,8086,7987,3.3120000000000003,10,2.028,0.192,0.18,-0.011,6122,0.181,0.0
3.964,8086,8031,3.3120000000000003,5,2.0260000000000002,0.184,0.18,-0.003,6118,0.181,0.0
3.9650000000000003,8086,8053,3.3040000000000003,3,2.0300000000000002,0.176,0.18,0.005,6130,0.181,0.0
3.966,8086,8074,3.3120000000000003,1,2.0340000000000003,0.176,0.18,0.005,6142,0.181,0.0
3.968,8086,8053,3.3200000000000003,3,2.037,0.184,0.18,-0.003,6150,0.181,0.0
3.969,8086,8053,3.3200000000000003,3,2.035,0.184,0.18,-0.003,6146,0.181,0.0
3.97,8086,8053,3.3120000000000003,3,2.0340000000000003,0.184,0.18,-0.003,6141,0.181,0.0
3.972,8086,8031,3.3120000000000003,5,2.031,0.184,0.18,-0.003,6132,0.181,0.0
3.973,8086,8031,3.2960000000000003,5,2.035,0.176,0.18,0.006,6145,0.181,0.0
3.974,8086,8053,3.3040000000000003,3,2.039,0.176,0.18,0.006,6158,0.182,0.0
3.976,8086,8096,3.3200000000000003,-2,2.048,0.176,0.18,0.006,6183,0.182,-0.001
3.977,8086,8053,3.3200000000000003,3,2.047,0.184,0.18,-0.002,6179,0.182,0.0
3.978,8086,8053,3.3200000000000003,3,2.045,0.184,0.18,-0.002,6175,0.182,0.0
3.979,8086,8031,3.3200000000000003,5,2.044,0.184,0.18,-0.002,6171,0.182,0.0
3.981,8086,8031,3.3120000000000003,5,2.036,0.184,0.18,-0.002,6147,0.182,0.0
3.982,8086,8074,3.3120000000000003,1,2.04,0.176,0.18,0.006,6160,0.182,0.0
3.983,8086,8096,3.3200000000000003,-2,2.044,0.176,0.18,0.006,6173,0.182,-0.001
3.985,8086,8096,3.3200000000000003,-2,2.053,0.176,0.18,0.006,6199,0.182,-0.001
3.986,8086,8053,3.3200000000000003,3,2.052,0.184,0.18,-0.002,6195,0.182,0.0
3.987,8086,8031,3.3120000000000003,5,2.051,0.184,0.18,-0.002,6191,0.182,0.0
3.989,8086,7987,3.3120000000000003,10,2.037,0.192,0.18,-0.01,6150,0.182,0.0
3.99,8086,8053,3.3200000000000003,3,2.036,0.184,0.18,-0.002,6147,0.182,0.0
3.991,8086,8096,3.3200000000000003,-2,2.04,0.176,0.18,0.006,6160,0.182,-0.001
3.992,8086,8118,3.3200000000000003,-4,2.045,0.176,0.18,0.006,6174,0.182,-0.001
3.994,8086,8096,3.3200000000000003,-2,2.054,0.176,0.18,0.006,6200,0.182,-0.001
3.995,8086,8031,3.3120000000000003,5,2.052,0.184,0.18,-0.002,6197,0.182,0.0
3.996,8086,8031,3.3120000000000003,5,2.051,0.184,0.18,-0.002,6194,0.182,0.0
3.998,8086,8053,3.3200000000000003,3,2.049,0.184,0.18,-0.002,6187,0.182,0.0
3.999,8086,8074,3.3280000000000003,1,2.048,0.184,0.18,-0.002,6184,0.182,0.0
4.0,8086,8074,3.3280000000000003,1,2.047,0.184,0.18,-0.002,6180,0.182,0.0
4.002,8086,8096,3.3200000000000003,-2,2.056,0.176,0.18,0.006,6208,0.182,-0.001
4.003,8086,8096,3.3200000000000003,-2,2.06,0.176,0.18,0.006,6221,0.182,-0.001
4.0040000000000004,8086,8031,3.3120000000000003,5,2.059,0.184,0.18,-0.002,6218,0.182,0.0
4.005,8086,8053,3.3280000000000003,3,2.058,0.184,0.18,-0.002,6215,0.182,0.0
4.007,8086,8096,3.336,-2,2.051,0.184,0.18,-0.002,6192,0.182,-0.001
4.008,8086,8074,3.3280000000000003,1,2.05,0.184,0.18,-0.002,6189,0.182,0.0
4.009,8086,8096,3.3200000000000003,-2,2.054,0.176,0.18,0.006,6202,0.182,-0.001
4.011,8086,8096,3.3200000000000003,-2,2.063,0.176,0.18,0.006,6230,0.182,-0.001
4.0120000000000005,8086,8053,3.3200000000000003,3,2.062,0.184,0.18,-0.002,6227,0.182,0.0
4.013,8086,8053,3.3200000000000003,3,2.061,0.184,0.18,-0.002,6224,0.182,0.0
4.015,8086,8031,3.3280000000000003,5,2.054,0.192,0.18,-0.01,6201,0.182,0.0
4.016,8086,8053,3.336,3,2.047,0.192,0.18,-0.01,6181,0.182,0.0
4.017,8086,8053,3.3200000000000003,3,2.0460000000000003,0.184,0.18,-0.002,6178,0.182,0.0
4.018,8086,8118,3.3200000000000003,-4,2.051,0.176,0.18,0.006,6192,0.182,-0.001
4.0200000000000005,8086,8096,3.3200000000000003,-2,2.06,0.176,0.18,0.006,6220,0.182,-0.001
4.021,8086,8053,3.3200000000000003,3,2.059,0.184,0.18,-0.002,6217,0.182,0.0
4.022,8086,8096,3.3280000000000003,-2,2.058,0.184,0.18,-0.002,6214,0.182,-0.001
4.024,8086,8053,3.336,3,2.051,0.192,0.18,-0.01,6191,0.182,0.0
4.025,8086,8009,3.3200000000000003,8,2.044,0.192,0.18,-0.01,6172,0.182,0.0
4.026,8086,8053,3.3200000000000003,3,2.043,0.184,0.18,-0.002,6169,0.182,0.0
4.0280000000000005,8086,8096,3.3200000000000003,-2,2.052,0.176,0.18,0.006,6197,0.182,-0.001
4.029,8086,8096,3.3200000000000003,-2,2.057,0.176,0.18,0.006,6211,0.182,-0.001
4.03,8086,8140,3.336,-6,2.062,0.176,0.18,0.006,6225,0.182,-0.001
4.031,8086,8074,3.3200000000000003,1,2.061,0.184,0.18,-0.002,6223,0.182,0.0
4.033,8086,8009,3.3200000000000003,8,2.048,0.192,0.18,-0.01,6184,0.182,0.0
4.034,8086,8009,3.3200000000000003,8,2.0420000000000003,0.192,0.18,-0.01,6164,0.182,0.0
4.035,8086,8031,3.3200000000000003,5,2.041,0.184,0.18,-0.002,6162,0.182,0.0
4.037,8086,8096,3.3200000000000003,-2,2.05,0.176,0.18,0.006,6191,0.182,-0.001
4.038,8086,8140,3.336,-6,2.055,0.176,0.18,0.006,6205,0.182,-0.001
4.039,8086,8096,3.3200000000000003,-2,2.06,0.176,0.18,0.006,6219,0.182,-0.001
4.041,8086,8053,3.3200000000000003,3,2.058,0.184,0.18,-0.002,6214,0.182,0.0
4.042,8086,8009,3.3200000000000003,8,2.052,0.192,0.18,-0.01,6195,0.182,0.0
4.043,8086,8009,3.3200000000000003,8,2.045,0.192,0.18,-0.01,6176,0.182,0.0
4.0440000000000005,8086,8053,3.3280000000000003,3,2.045,0.184,0.18,-0.002,6174,0.182,0.0
4.046,8086,8118,3.3280000000000003,-4,2.054,0.176,0.18,0.006,6203,0.182,-0.001
4.047,8086,8096,3.3200000000000003,-2,2.059,0.176,0.18,0.006,6218,0.182,-0.001
4.048,8086,8096,3.3200000000000003,-2,2.064,0.176,0.18,0.006,6232,0.182,-0.001
4.05,8086,8053,3.3200000000000003,3,2.063,0.184,0.18,-0.002,6228,0.182,0.0
4.051,8086,8053,3.3200000000000003,3,2.062,0.184,0.18,-0.002,6226,0.182,0.0
4.0520000000000005,8086,8009,3.3200000000000003,8,2.056,0.192,0.18,-0.009000000000000001,6207,0.182,0.0
4.054,8086,8096,3.336,-2,2.054,0.184,0.18,-0.001,6202,0.183,-0.001
4.055,8086,8096,3.3200000000000003,-2,2.059,0.176,0.18,0.007,6217,0.183,-0.001
4.056,8086,8096,3.3200000000000003,-2,2.064,0.176,0.18,0.007,6232,0.183,-0.001
4.057,8086,8096,3.3200000000000003,-2,2.069,0.176,0.18,0.006,6247,0.183,-0.001
4.059,8086,8053,3.3200000000000003,3,2.068,0.184,0.18,-0.001,6243,0.183,0.0
4.0600000000000005,8086,8074,3.3280000000000003,1,2.067,0.184,0.18,-0.001,6241,0.183,0.0
4.061,8086,8096,3.336,-2,2.066,0.184,0.18,-0.001,6239,0.183,-0.001
4.063,8086,8053,3.3200000000000003,3,2.059,0.184,0.18,-0.001,6218,0.183,0.0
4.064,8086,8096,3.3200000000000003,-2,2.064,0.176,0.18,0.007,6233,0.183,-0.001
4.065,8086,8096,3.3200000000000003,-2,2.069,0.176,0.18,0.007,6248,0.183,-0.001
4.067,8086,8053,3.3200000000000003,3,2.073,0.184,0.18,-0.001,6261,0.183,0.0
4.0680000000000005,8086,8118,3.344,-4,2.073,0.184,0.18,-0.001,6259,0.183,-0.001
4.069,8086,8074,3.344,1,2.067,0.192,0.18,-0.009000000000000001,6240,0.183,0.0
4.07,8086,8053,3.3200000000000003,3,2.06,0.192,0.18,-0.009000000000000001,6221,0.183,0.0
4.072,8086,8074,3.3280000000000003,1,2.054,0.184,0.18,-0.001,6200,0.183,0.0
4.073,8086,8096,3.3200000000000003,-2,2.059,0.176,0.18,0.007,6215,0.183,-0.001
4.074,8086,8096,3.3200000000000003,-2,2.064,0.176,0.18,0.007,6231,0.183,-0.001
4.0760000000000005,8086,8162,3.344,-8,2.073,0.176,0.18,0.007,6261,0.183,-0.001
4.077,8086,8074,3.3280000000000003,1,2.073,0.184,0.18,-0.001,6259,0.183,0.0
4.078,8086,8096,3.336,-2,2.072,0.184,0.18,-0.001,6257,0.183,-0.001
4.08,8086,8074,3.3280000000000003,1,2.071,0.184,0.18,-0.001,6253,0.183,0.0
4.081,8086,8053,3.3200000000000003,3,2.07,0.184,0.18,-0.001,6251,0.183,0.0
4.082,8086,8074,3.3280000000000003,1,2.07,0.184,0.18,-0.001,6249,0.183,0.0
4.083,8086,8118,3.352,-4,2.075,0.176,0.18,0.007,6264,0.183,-0.001
4.085,8086,8096,3.336,-2,2.073,0.184,0.18,-0.001,6260,0.183,-0.001
4.086,8086,8096,3.336,-2,2.073,0.184,0.18,-0.001,6258,0.183,-0.001
4.087,8086,8053,3.336,3,2.072,0.184,0.18,-0.001,6256,0.183,0.0
4.089,8086,8009,3.3200000000000003,8,2.065,0.192,0.18,-0.009000000000000001,6236,0.183,0.0
4.09,8086,8031,3.3280000000000003,5,2.059,0.192,0.18,-0.009000000000000001,6217,0.183,0.0
4.091,8086,8074,3.3280000000000003,1,2.059,0.184,0.18,-0.001,6215,0.183,0.0
4.093,8086,8140,3.336,-6,2.068,0.176,0.18,0.007,6245,0.183,-0.001
4.094,8086,8140,3.336,-6,2.073,0.176,0.18,0.007,6260,0.183,-0.001
4.095,8086,8096,3.3200000000000003,-2,2.078,0.176,0.18,0.007,6275,0.183,-0.001
4.096,8086,8053,3.3200000000000003,3,2.078,0.184,0.18,-0.001,6273,0.183,0.0
4.098,8086,8074,3.3280000000000003,1,2.076,0.184,0.18,-0.001,6269,0.183,0.0
4.099,8086,8053,3.336,3,2.07,0.192,0.18,-0.009000000000000001,6251,0.183,0.0
4.1,8086,8118,3.3280000000000003,-4,2.07,0.184,0.18,-0.001,6249,0.183,-0.001
4.102,8086,8140,3.336,-6,2.079,0.176,0.18,0.007,6279,0.183,-0.001
4.103,8086,8118,3.3280000000000003,-4,2.084,0.176,0.18,0.007,6294,0.183,-0.001
4.104,8086,8053,3.3200000000000003,3,2.084,0.184,0.18,-0.001,6292,0.183,0.0
4.106,8086,8096,3.336,-2,2.082,0.184,0.18,-0.001,6288,0.183,-0.001
4.107,8086,8118,3.344,-4,2.082,0.184,0.18,-0.001,6286,0.183,-0.001
4.108,8086,8074,3.344,1,2.075,0.192,0.18,-0.009000000000000001,6267,0.183,0.0
4.109,8086,8053,3.336,3,2.069,0.192,0.18,-0.009000000000000001,6248,0.183,-0.256
4.111,8086,8118,3.3280000000000003,-4,2.074,0.176,0.18,0.007,6261,0.183,-0.001
4.112,8086,8118,3.3280000000000003,-4,2.078,0.176,0.18,0.007,6276,0.183,-0.001
4.113,8086,8096,3.336,-2,2.083,0.176,0.18,0.007,6290,0.183,-0.001
4.115,8086,8118,3.344,-4,2.082,0.184,0.18,-0.002,6286,0.183,-0.001
4.116,8086,8074,3.344,1,2.076,0.192,0.18,-0.009000000000000001,6267,0.182,0.0
4.117,8086,8053,3.336,3,2.069,0.192,0.18,-0.009000000000000001,6248,0.183,0.0
4.119,8086,8074,3.3280000000000003,1,2.062,0.184,0.18,-0.001,6227,0.183,0.0
4.12,8086,8118,3.3280000000000003,-4,2.067,0.176,0.18,0.007,6242,0.183,-0.001
4.121,8086,8096,3.3200000000000003,-2,2.072,0.176,0.18,0.007,6257,0.183,-0.001
4.122,8086,8140,3.344,-6,2.077,0.176,0.18,0.006,6272,0.183,-0.001
4.124,8086,8118,3.344,-4,2.081,0.184,0.18,-0.002,6284,0.182,-0.001
4.125,8086,8096,3.336,-2,2.081,0.184,0.18,-0.002,6282,0.182,-0.001
4.126,8086,8031,3.3200000000000003,5,2.074,0.192,0.18,-0.01,6263,0.182,0.0
4.128,8086,8053,3.3200000000000003,3,2.067,0.184,0.18,-0.001,6242,0.182,0.0
4.1290000000000004,8086,8074,3.3280000000000003,1,2.067,0.184,0.18,-0.001,6240,0.183,0.0
4.13,8086,8184,3.352,-11,2.071,0.176,0.18,0.006,6254,0.183,-0.001
4.132,8086,8118,3.344,-4,2.075,0.184,0.18,-0.002,6266,0.182,-0.001
4.133,8086,8096,3.336,-2,2.075,0.184,0.18,-0.002,6264,0.182,-0.001
4.134,8086,8096,3.336,-2,2.074,0.184,0.18,-0.002,6262,0.182,-0.001
4.136,8086,8031,3.3280000000000003,5,2.067,0.192,0.18,-0.01,6240,0.182,0.0
4.1370000000000005,8086,8031,3.3280000000000003,5,2.06,0.192,0.18,-0.01,6221,0.182,0.0
4.138,8086,8118,3.344,-4,2.06,0.184,0.18,-0.002,6219,0.182,-0.001
4.139,8086,8162,3.344,-8,2.064,0.176,0.18,0.006,6233,0.182,-0.001
4.141,8086,8140,3.336,-6,2.074,0.176,0.18,0.006,6262,0.182,-0.001
4.142,8086,8140,3.336,-6,2.079,0.176,0.18,0.006,6276,0.182,-0.001
4.143,8086,8053,3.3200000000000003,3,2.078,0.184,0.18,-0.002,6274,0.182,0.0
4.1450000000000005,8086,8053,3.3200000000000003,3,2.076,0.184,0.18,-0.002,6269,0.182,0.0
4.146,8086,8140,3.352,-6,2.075,0.184,0.18,-0.002,6266,0.182,-0.001
4.147,8086,8140,3.352,-6,2.074,0.184,0.18,-0.002,6264,0.182,-0.001
4.149,8086,8140,3.336,-6,2.078,0.176,0.18,0.006,6275,0.182,-0.001
4.15,8086,8140,3.336,-6,2.083,0.176,0.18,0.006,6289,0.182,-0.001
4.151,8086,8053,3.3200000000000003,3,2.082,0.184,0.18,-0.002,6286,0.182,0.0
4.152,8086,8074,3.336,1,2.081,0.184,0.18,-0.002,6284,0.182,0.0
4.154,8086,8140,3.352,-6,2.079,0.184,0.18,-0.002,6278,0.182,-0.001
4.155,8086,8096,3.352,-2,2.073,0.192,0.18,-0.01,6258,0.182,-0.001
4.156,8086,8096,3.336,-2,2.066,0.192,0.18,-0.01,6238,0.182,-0.001
4.158,8086,8162,3.344,-8,2.07,0.176,0.18,0.006,6249,0.182,-0.001
4.159,8086,8118,3.3280000000000003,-4,2.074,0.176,0.18,0.006,6263,0.182,-0.001
4.16,8086,8140,3.336,-6,2.079,0.176,0.18,0.006,6277,0.182,-0.001
4.162,8086,8140,3.352,-6,2.077,0.184,0.18,-0.002,6271,0.182,-0.001
4.163,8086,8140,3.352,-6,2.076,0.184,0.18,-0.002,6267,0.182,-0.001
4.164,8086,8096,3.352,-2,2.069,0.192,0.18,-0.01,6247,0.182,-0.001
4.165,8086,8053,3.344,3,2.062,0.192,0.18,-0.01,6227,0.182,0.0
4.167,8086,8118,3.3280000000000003,-4,2.066,0.176,0.18,0.006,6237,0.182,-0.001
4.168,8086,8140,3.336,-6,2.07,0.176,0.18,0.006,6251,0.182,-0.001
4.1690000000000005,8086,8140,3.352,-6,2.075,0.176,0.18,0.006,6264,0.182,-0.001
4.171,8086,8140,3.352,-6,2.078,0.184,0.18,-0.002,6274,0.182,-0.001
4.172,8086,8140,3.352,-6,2.077,0.184,0.18,-0.002,6270,0.182,-0.001
4.173,8086,8096,3.336,-2,2.075,0.184,0.18,-0.002,6267,0.182,-0.001
4.175,8086,8031,3.3280000000000003,5,2.067,0.192,0.18,-0.01,6242,0.182,0.0
4.176,8086,8096,3.336,-2,2.066,0.184,0.18,-0.002,6238,0.182,-0.001
4.1770000000000005,8086,8140,3.336,-6,2.07,0.176,0.18,0.006,6251,0.182,-0.001
4.178,8086,8184,3.352,-11,2.075,0.176,0.18,0.006,6264,0.182,-0.001
4.18,8086,8184,3.352,-11,2.083,0.176,0.18,0.006,6290,0.182,-0.001
4.181,8086,8096,3.336,-2,2.082,0.184,0.18,-0.002,6286,0.182,-0.001
4.182,8086,8118,3.3280000000000003,-4,2.08,0.184,0.18,-0.003,6282,0.182,-0.001
4.184,8086,8053,3.336,3,2.066,0.192,0.18,-0.01,6239,0.182,0.0
4.1850000000000005,8086,8096,3.336,-2,2.065,0.184,0.18,-0.002,6235,0.182,-0.001
4.186,8086,8140,3.352,-6,2.064,0.184,0.18,-0.002,6231,0.182,-0.001
4.188,8086,8184,3.352,-11,2.072,0.176,0.18,0.005,6256,0.181,-0.001
4.189,8086,8140,3.336,-6,2.076,0.176,0.18,0.005,6268,0.181,-0.001
4.19,8086,8118,3.344,-4,2.075,0.184,0.18,-0.003,6264,0.181,-0.001
4.192,8086,8096,3.336,-2,2.072,0.184,0.18,-0.003,6255,0.181,-0.001
4.1930000000000005,8086,8096,3.336,-2,2.07,0.184,0.18,-0.003,6250,0.181,-0.001
4.194,8086,8096,3.352,-2,2.063,0.192,0.18,-0.011,6229,0.181,-0.001
4.195,8086,8140,3.352,-6,2.061,0.184,0.18,-0.003,6224,0.181,-0.001
4.197,8086,8140,3.336,-6,2.064,0.176,0.18,0.005,6231,0.181,-0.001
4.198,8086,8162,3.344,-8,2.068,0.176,0.18,0.005,6243,0.181,-0.001
4.199,8086,8118,3.3280000000000003,-4,2.072,0.176,0.18,0.005,6255,0.181,-0.001
4.2010000000000005,8086,8096,3.336,-2,2.074,0.184,0.18,-0.003,6262,0.181,-0.001
4.202,8086,8140,3.352,-6,2.072,0.184,0.18,-0.003,6257,0.181,-0.001
4.203,8086,8096,3.352,-2,2.065,0.192,0.18,-0.011,6235,0.181,-0.001
4.205,8086,8096,3.336,-2,2.056,0.184,0.18,-0.003,6208,0.181,-0.001
4.206,8086,8140,3.336,-6,2.06,0.176,0.18,0.005,6219,0.181,-0.001
4.207,8086,8118,3.3280000000000003,-4,2.064,0.176,0.18,0.005,6231,0.181,-0.001
4.208,8086,8118,3.336,-4,2.068,0.176,0.18,0.005,6243,0.181,-0.001
4.21,8086,8140,3.352,-6,2.07,0.184,0.18,-0.003,6249,0.181,-0.001
4.211,8086,8140,3.352,-6,2.068,0.184,0.18,-0.003,6243,0.181,-0.001
4.212,8086,8140,3.336,-6,2.066,0.184,0.18,-0.003,6238,0.181,-0.001
4.214,8086,8096,3.336,-2,2.062,0.184,0.18,-0.003,6227,0.181,-0.001
4.215,8086,8053,3.3200000000000003,3,2.06,0.184,0.18,-0.003,6221,0.181,0.0
4.216,8086,8118,3.3280000000000003,-4,2.064,0.176,0.18,0.005,6232,0.181,-0.001
4.218,8086,8184,3.352,-11,2.072,0.176,0.18,0.005,6255,0.181,-0.001
4.219,8086,8140,3.352,-6,2.07,0.184,0.18,-0.003,6249,0.181,-0.001
4.22,8086,8140,3.352,-6,2.068,0.184,0.18,-0.003,6243,0.181,-0.001
4.221,8086,8096,3.336,-2,2.066,0.184,0.18,-0.003,6237,0.181,-0.001
4.223,8086,8053,3.3200000000000003,3,2.062,0.184,0.18,-0.003,6225,0.181,0.0
4.224,8086,8074,3.3280000000000003,1,2.06,0.184,0.18,-0.003,6219,0.181,0.0
4.225,8086,8118,3.352,-4,2.063,0.176,0.18,0.005,6230,0.181,-0.001
4.227,8086,8184,3.352,-11,2.071,0.176,0.18,0.005,6252,0.181,-0.001
4.228,8086,8140,3.352,-6,2.069,0.184,0.18,-0.003,6246,0.181,-0.001
4.229,8086,8096,3.336,-2,2.066,0.184,0.18,-0.003,6239,0.181,-0.001
4.231,8086,8074,3.3280000000000003,1,2.062,0.184,0.18,-0.003,6227,0.181,0.0
4.232,8086,8031,3.3280000000000003,5,2.055,0.192,0.18,-0.011,6204,0.181,0.0
4.233,8086,8074,3.3280000000000003,1,2.053,0.184,0.18,-0.003,6197,0.181,0.0
4.234,8086,8140,3.344,-6,2.051,0.184,0.18,-0.003,6191,0.181,-0.001
4.236,8086,8162,3.344,-8,2.057,0.176,0.18,0.004,6212,0.18,-0.001
4.237,8086,8140,3.336,-6,2.061,0.176,0.18,0.004,6223,0.18,-0.001
4.238,8086,8140,3.3200000000000003,-6,2.064,0.176,0.18,0.004,6233,0.18,-0.001
4.24,8086,8074,3.3280000000000003,1,2.06,0.184,0.18,-0.004,6220,0.18,0.0
4.241,8086,8074,3.3280000000000003,1,2.058,0.184,0.18,-0.004,6213,0.18,0.0
4.242,8086,8074,3.344,1,2.05,0.192,0.18,-0.012,6190,0.18,0.0
4.244,8086,8140,3.352,-6,2.0460000000000003,0.184,0.18,-0.004,6177,0.18,-0.001
4.245,8086,8140,3.336,-6,2.049,0.176,0.18,0.004,6187,0.18,-0.001
4.246,8086,8140,3.336,-6,2.052,0.176,0.18,0.004,6197,0.18,-0.001
4.247,8086,8096,3.3200000000000003,-2,2.056,0.176,0.18,0.004,6207,0.18,0.255
4.249,8086,8053,3.3200000000000003,3,2.051,0.184,0.18,-0.004,6194,0.18,0.0
4.25,8086,8118,3.344,-4,2.049,0.184,0.18,-0.004,6187,0.18,-0.001
4.251,8086,8074,3.336,1,2.041,0.192,0.18,-0.012,6164,0.18,0.0
4.253,8086,8053,3.3200000000000003,3,2.031,0.184,0.18,-0.004,6133,0.18,0.0
4.2540000000000004,8086,8118,3.3280000000000003,-4,2.035,0.176,0.18,0.004,6144,0.18,-0.001
4.255,8086,8096,3.3200000000000003,-2,2.0380000000000003,0.176,0.18,0.004,6154,0.18,-0.001
4.257,8086,8096,3.3200000000000003,-2,2.045,0.176,0.18,0.004,6174,0.18,-0.001
4.258,8086,8162,3.344,-8,2.048,0.176,0.18,0.004,6184,0.18,-0.001
4.259,8086,8096,3.336,-2,2.0460000000000003,0.184,0.18,-0.004,6178,0.18,-0.001
4.261,8086,8053,3.3200000000000003,3,2.041,0.184,0.18,-0.004,6164,0.18,0.0
4.2620000000000005,8086,8074,3.3280000000000003,1,2.039,0.184,0.18,-0.004,6157,0.18,0.0
4.263,8086,8096,3.3200000000000003,-2,2.043,0.176,0.18,0.004,6167,0.18,-0.001
4.264,8086,8140,3.3200000000000003,-6,2.052,0.168,0.18,0.012,6194,0.18,-0.001
4.266,8086,8140,3.336,-6,2.058,0.176,0.18,0.004,6214,0.18,-0.001
4.267,8086,8162,3.344,-8,2.061,0.176,0.18,0.004,6224,0.18,-0.001
4.268,8086,8118,3.3280000000000003,-4,2.059,0.184,0.18,-0.004,6217,0.18,-0.001
4.2700000000000005,8086,8031,3.3280000000000003,5,2.049,0.192,0.18,-0.012,6186,0.18,0.0
4.271,8086,8053,3.3200000000000003,3,2.047,0.184,0.18,-0.004,6179,0.18,0.0
4.272,8086,8096,3.3200000000000003,-2,2.05,0.176,0.18,0.004,6189,0.18,-0.001
4.274,8086,8162,3.344,-8,2.056,0.176,0.18,0.004,6209,0.18,-0.001
4.275,8086,8162,3.344,-8,2.06,0.176,0.18,0.004,6219,0.18,-0.001
4.276,8086,8118,3.344,-4,2.057,0.184,0.18,-0.004,6211,0.18,-0.001
4.277,8086,8074,3.3280000000000003,1,2.055,0.184,0.18,-0.004,6204,0.18,0.0
4.279,8086,8053,3.3200000000000003,3,2.05,0.184,0.18,-0.004,6190,0.18,0.0
4.28,8086,8053,3.3200000000000003,3,2.048,0.184,0.18,-0.004,6183,0.18,0.0
4.281,8086,8053,3.344,3,2.045,0.184,0.18,-0.004,6176,0.18,0.0
4.283,8086,8140,3.336,-6,2.052,0.176,0.18,0.004,6195,0.18,-0.001
4.284,8086,8140,3.336,-6,2.055,0.176,0.18,0.004,6205,0.18,-0.001
4.285,8086,8096,3.3200000000000003,-2,2.058,0.176,0.18,0.004,6214,0.18,-0.001
