Time,Req Speed,Motor Speed,Volt Left,Speed Error,Voltage Request,Current,Current Req,Current Error,Right PWM,I part,Speed Prop Part 
0.741,8086,7922,3.48,17,2.841,0.28800000000000003,0.29,0.007,8578,0.295,0.0
0.742,8086,8031,3.504,5,2.852,0.28,0.29,0.015,8610,0.295,0.0
0.744,8086,8118,3.52,-4,2.8850000000000002,0.272,0.29,0.023,8710,0.295,-0.001
0.745,8086,8118,3.536,-4,2.896,0.28,0.29,0.015,8742,0.295,-0.001
0.746,8086,8162,3.552,-8,2.906,0.28,0.29,0.015,8775,0.295,-0.001
0.747,8086,8162,3.56,-8,2.9170000000000003,0.28,0.29,0.015,8807,0.295,-0.001
0.749,8086,8184,3.56,-11,2.938,0.28,0.29,0.015,8872,0.295,-0.001
0.75,8086,8227,3.576,-15,2.949,0.28,0.29,0.015,8904,0.295,-0.001
0.751,8086,8314,3.608,-24,2.965,0.272,0.29,0.023,8952,0.295,-0.001
0.753,8086,8314,3.608,-24,2.986,0.28,0.29,0.014,9015,0.294,-0.001
0.754,8086,8314,3.608,-24,2.996,0.28,0.29,0.014,9046,0.294,-0.001
0.755,8086,8358,3.624,-29,3.0060000000000002,0.28,0.29,0.014,9076,0.294,-0.001
0.757,8086,8402,3.64,-34,3.0260000000000002,0.28,0.29,0.014,9136,0.294,-0.001
0.758,8086,8445,3.656,-38,3.036,0.28,0.29,0.013000000000000001,9165,0.294,-0.001
0.759,8086,8533,3.672,-47,3.051,0.272,0.29,0.021,9210,0.293,-0.001
0.76,8086,8511,3.68,-45,3.06,0.28,0.29,0.013000000000000001,9239,0.293,-0.001
0.762,8086,8533,3.688,-47,3.078,0.28,0.29,0.012,9293,0.292,-0.001
0.763,8086,8511,3.68,-45,3.087,0.28,0.29,0.012,9319,0.292,-0.001
0.764,8086,8511,3.704,-45,3.09,0.28800000000000003,0.29,0.004,9328,0.292,-0.001
0.766,8086,8642,3.728,-59,3.106,0.28,0.29,0.011,9377,0.291,-0.001
0.767,8086,8664,3.736,-61,3.114,0.28,0.29,0.011,9401,0.291,-0.001
0.768,8086,8729,3.744,-68,3.1270000000000002,0.272,0.29,0.018000000000000002,9441,0.291,-0.001
0.77,8086,8707,3.7520000000000002,-66,3.141,0.28,0.29,0.01,9484,0.29,-0.001
0.771,8086,8685,3.744,-63,3.148,0.28,0.28,0.009000000000000001,9504,0.29,-0.001
0.772,8086,8729,3.7600000000000002,-68,3.154,0.28,0.28,0.009000000000000001,9524,0.289,-0.001
0.773,8086,8729,3.7760000000000002,-68,3.161,0.28,0.28,0.008,9543,0.289,-0.001
0.775,8086,8795,3.7840000000000003,-75,3.172,0.28,0.28,0.007,9577,0.28800000000000003,-0.001
0.776,8086,8838,3.8000000000000003,-79,3.177,0.28,0.28,0.007,9593,0.28700000000000003,-0.001
0.777,8086,8838,3.8080000000000003,-79,3.182,0.28,0.28,0.007,9608,0.28700000000000003,-0.001
0.779,8086,8882,3.8000000000000003,-84,3.197,0.272,0.28,0.014,9651,0.28600000000000003,-0.001
0.78,8086,8969,3.8160000000000003,-93,3.212,0.264,0.28,0.021,9697,0.28600000000000003,-0.001
0.781,8086,8947,3.8080000000000003,-91,3.226,0.264,0.28,0.02,9741,0.28500000000000003,-0.001
0.783,8086,8969,3.8320000000000003,-93,3.243,0.272,0.28,0.011,9793,0.28400000000000003,-0.001
0.784,8086,8991,3.84,-95,3.251,0.272,0.28,0.011,9816,0.28300000000000003,-0.001
0.785,8086,9013,3.848,-98,3.259,0.272,0.28,0.01,9839,0.28300000000000003,-0.001
0.786,8086,9013,3.872,-98,3.2600000000000002,0.28,0.28,0.002,9844,0.28200000000000003,-0.001
0.788,8086,9078,3.888,-104,3.262,0.28,0.28,0.0,9849,0.281,-0.001
0.789,8086,9056,3.88,-102,3.262,0.28,0.28,0.0,9850,0.28,-0.001
0.79,8086,9078,3.88,-104,3.262,0.28,0.27,-0.001,9849,0.28,-0.001
0.792,8086,9144,3.88,-111,3.277,0.264,0.27,0.014,9895,0.279,-0.001
0.793,8086,9144,3.88,-111,3.287,0.264,0.27,0.013000000000000001,9924,0.278,-0.001
0.794,8086,9231,3.896,-120,3.302,0.256,0.27,0.021,9968,0.277,-0.001
0.796,8086,9297,3.904,-127,3.335,0.248,0.27,0.027,10069,0.276,-0.001
0.797,8086,9253,3.904,-123,3.348,0.256,0.27,0.018000000000000002,10109,0.275,-0.001
0.798,8086,9275,3.928,-125,3.355,0.264,0.27,0.01,10131,0.274,-0.001
0.799,8086,9297,3.96,-127,3.362,0.264,0.27,0.009000000000000001,10150,0.274,-0.001
0.801,8086,9362,3.96,-134,3.373,0.264,0.27,0.007,10185,0.272,-0.001
0.802,8086,9340,3.968,-132,3.373,0.272,0.27,-0.002,10183,0.271,-0.001
0.803,8086,9362,3.976,-134,3.371,0.272,0.27,-0.002,10179,0.27,-0.001
0.805,8086,9340,3.968,-132,3.367,0.272,0.26,-0.004,10166,0.269,-0.001
0.806,8086,9362,3.976,-134,3.364,0.272,0.26,-0.005,10158,0.268,-0.001
0.807,8086,9340,3.968,-132,3.361,0.272,0.26,-0.005,10147,0.267,-0.001
0.809,8086,9362,3.96,-134,3.363,0.264,0.26,0.001,10155,0.266,-0.001
0.81,8086,9384,3.968,-136,3.364,0.264,0.26,0.0,10156,0.265,-0.001
0.811,8086,9384,3.968,-136,3.364,0.264,0.26,-0.001,10156,0.264,-0.001
0.812,8086,9449,3.968,-143,3.369,0.256,0.26,0.006,10170,0.263,-0.001
0.8140000000000001,8086,9471,3.984,-146,3.371,0.256,0.26,0.005,10178,0.262,-0.001
0.8150000000000001,8086,9515,3.984,-150,3.38,0.248,0.26,0.012,10204,0.261,-0.001
0.8160000000000001,8086,9537,3.992,-152,3.388,0.248,0.25,0.011,10228,0.26,-0.001
0.8180000000000001,8086,9602,4.016,-159,3.402,0.248,0.25,0.009000000000000001,10271,0.258,-0.001
0.8190000000000001,8086,9602,4.016,-159,3.408,0.248,0.25,0.008,10289,0.257,-0.001
0.8200000000000001,8086,9646,4.032,-164,3.4130000000000003,0.248,0.25,0.007,10305,0.256,-0.001
0.8220000000000001,8086,9689,4.048,-168,3.422,0.248,0.25,0.005,10332,0.254,-0.001
0.8230000000000001,8086,9668,4.04,-166,3.4250000000000003,0.248,0.25,0.004,10342,0.253,-0.001
0.8240000000000001,8086,9733,4.064,-173,3.428,0.248,0.25,0.003,10350,0.252,-0.002
0.8250000000000001,8086,9733,4.072,-173,3.43,0.248,0.25,0.002,10355,0.251,-0.002
0.8270000000000001,8086,9798,4.072,-180,3.4370000000000003,0.24,0.24,0.008,10377,0.249,-0.002
0.8280000000000001,8086,9842,4.088,-184,3.442,0.24,0.24,0.007,10393,0.248,-0.002
0.8290000000000001,8086,9777,4.088,-178,3.4410000000000003,0.248,0.24,-0.002,10389,0.247,-0.002
0.8310000000000001,8086,9842,4.088,-184,3.442,0.24,0.24,0.004,10393,0.245,-0.002
0.8320000000000001,8086,9798,4.088,-180,3.439,0.248,0.24,-0.005,10383,0.244,-0.002
0.833,8086,9798,4.088,-180,3.435,0.248,0.24,-0.006,10370,0.243,-0.002
0.835,8086,9777,4.08,-178,3.424,0.248,0.24,-0.008,10339,0.241,-0.002
0.836,8086,9820,4.08,-182,3.424,0.24,0.23,-0.002,10336,0.24,-0.002
0.837,8086,9798,4.072,-180,3.422,0.24,0.23,-0.003,10332,0.23800000000000002,-0.002
0.838,8086,9755,4.072,-175,3.414,0.248,0.23,-0.012,10308,0.23700000000000002,-0.002
0.84,8086,9755,4.072,-175,3.402,0.248,0.23,-0.014,10271,0.23500000000000001,-0.002
0.841,8086,9733,4.064,-173,3.392,0.248,0.23,-0.015,10241,0.234,-0.002
0.842,8086,9755,4.064,-175,3.3810000000000002,0.248,0.23,-0.016,10208,0.233,-0.002
0.844,8086,9777,4.064,-178,3.369,0.24,0.23,-0.01,10171,0.231,-0.002
0.845,8086,9755,4.056,-175,3.361,0.24,0.22,-0.011,10148,0.23,-0.002
0.846,8086,9820,4.064,-182,3.359,0.232,0.22,-0.004,10141,0.229,-0.002
0.848,8086,9777,4.064,-178,3.34,0.24,0.22,-0.014,10085,0.227,-0.002
0.849,8086,9777,4.048,-178,3.336,0.232,0.22,-0.007,10071,0.226,-0.002
0.85,8086,9755,4.056,-175,3.325,0.24,0.22,-0.016,10037,0.225,-0.002
0.851,8086,9733,4.056,-173,3.313,0.24,0.22,-0.017,10002,0.224,-0.002
0.853,8086,9798,4.04,-180,3.3040000000000003,0.224,0.22,-0.003,9975,0.222,-0.002
0.854,8086,9777,4.048,-178,3.295,0.232,0.21,-0.013000000000000001,9949,0.221,-0.002
0.855,8086,9798,4.048,-180,3.2920000000000003,0.224,0.21,-0.006,9938,0.219,-0.002
0.857,8086,9777,4.032,-178,3.282,0.224,0.21,-0.008,9910,0.217,-0.002
0.858,8086,9798,4.04,-180,3.277,0.224,0.21,-0.009000000000000001,9893,0.216,-0.002
0.859,8086,9777,4.032,-178,3.27,0.224,0.21,-0.01,9873,0.215,-0.002
0.861,8086,9820,4.032,-182,3.2600000000000002,0.216,0.21,-0.004,9843,0.213,-0.002
0.862,8086,9777,4.032,-178,3.2520000000000002,0.224,0.21,-0.013000000000000001,9817,0.212,-0.002
0.863,8086,9777,4.032,-178,3.242,0.224,0.21,-0.014,9788,0.211,-0.002
0.864,8086,9820,4.032,-182,3.237,0.216,0.2,-0.007,9774,0.21,-0.002
0.866,8086,9864,4.032,-187,3.226,0.20800000000000002,0.2,-0.001,9739,0.20800000000000002,-0.002
0.867,8086,9820,4.032,-182,3.219,0.216,0.2,-0.01,9718,0.20700000000000002,-0.002
0.868,8086,9820,4.024,-182,3.211,0.216,0.2,-0.012,9695,0.20600000000000002,-0.002
0.87,8086,9820,4.032,-182,3.193,0.216,0.2,-0.014,9641,0.203,-0.002
0.871,8086,9798,4.024,-180,3.1830000000000003,0.216,0.2,-0.015,9611,0.202,-0.002
0.872,8086,9820,4.032,-182,3.173,0.216,0.2,-0.016,9579,0.201,-0.002
0.874,8086,9798,4.024,-180,3.1550000000000002,0.216,0.19,-0.018000000000000002,9524,0.199,-0.002
0.875,8086,9864,4.016,-187,3.153,0.2,0.19,-0.003,9519,0.198,-0.002
0.876,8086,9864,4.032,-187,3.145,0.20800000000000002,0.19,-0.012,9494,0.197,-0.002
0.877,8086,9820,4.024,-182,3.136,0.20800000000000002,0.19,-0.013000000000000001,9467,0.196,-0.002
0.879,8086,9864,4.016,-187,3.121,0.2,0.19,-0.007,9423,0.194,-0.002
0.88,8086,9820,4.016,-182,3.11,0.20800000000000002,0.19,-0.017,9389,0.193,-0.002
0.881,8086,9842,4.016,-184,3.103,0.2,0.19,-0.01,9370,0.191,-0.002
0.883,8086,9755,4.008,-175,3.071,0.216,0.18,-0.028,9273,0.189,-0.002
0.884,8086,9864,4.016,-187,3.063,0.2,0.18,-0.013000000000000001,9247,0.188,-0.002
0.885,8086,9798,4.008,-180,3.048,0.20800000000000002,0.18,-0.022,9202,0.187,-0.002
0.887,8086,9755,3.992,-175,3.0100000000000002,0.20800000000000002,0.18,-0.024,9087,0.185,-0.002
0.888,8086,9820,4.0,-182,2.998,0.2,0.18,-0.017,9052,0.184,-0.002
0.889,8086,9755,3.992,-175,2.98,0.20800000000000002,0.18,-0.026000000000000002,8998,0.183,-0.002
0.89,8086,9755,3.976,-175,2.962,0.20800000000000002,0.18,-0.027,8942,0.182,-0.002
0.892,8086,9755,3.976,-175,2.928,0.2,0.17,-0.021,8839,0.18,-0.002
0.893,8086,9733,3.968,-173,2.912,0.2,0.17,-0.022,8793,0.179,-0.002
0.894,8086,9733,3.96,-173,2.896,0.2,0.17,-0.023,8745,0.178,-0.002
0.896,8086,9711,3.96,-171,2.862,0.2,0.17,-0.025,8642,0.176,-0.002
0.897,8086,9689,3.952,-168,2.844,0.2,0.17,-0.026000000000000002,8587,0.17500000000000002,-0.001
0.898,8086,9689,3.952,-168,2.825,0.2,0.17,-0.027,8530,0.17400000000000002,-0.001
0.9,8086,9646,3.936,-164,2.786,0.2,0.17,-0.029,8411,0.17200000000000001,-0.001
0.901,8086,9602,3.92,-159,2.765,0.2,0.17,-0.03,8348,0.171,-0.001
0.902,8086,9602,3.92,-159,2.743,0.2,0.16,-0.031,8283,0.17,-0.001
0.903,8086,9558,3.904,-155,2.721,0.2,0.16,-0.032,8216,0.169,-0.001
0.905,8086,9580,3.896,-157,2.686,0.192,0.16,-0.026000000000000002,8110,0.167,-0.001
0.906,8086,9580,3.896,-157,2.668,0.192,0.16,-0.027,8054,0.166,-0.001
0.907,8086,9537,3.88,-152,2.649,0.192,0.16,-0.028,7997,0.165,-0.001
0.909,8086,9493,3.864,-148,2.608,0.192,0.16,-0.03,7875,0.163,-0.001
0.91,8086,9493,3.864,-148,2.587,0.192,0.16,-0.031,7812,0.162,-0.001
0.911,8086,9515,3.856,-150,2.571,0.184,0.16,-0.023,7764,0.161,-0.001
0.913,8086,9471,3.84,-146,2.537,0.184,0.15,-0.025,7661,0.16,-0.001
0.914,8086,9471,3.84,-146,2.52,0.184,0.15,-0.026000000000000002,7607,0.159,-0.001
0.915,8086,9493,3.8320000000000003,-148,2.507,0.176,0.15,-0.019,7568,0.158,-0.001
0.916,8086,9471,3.8080000000000003,-146,2.493,0.176,0.15,-0.02,7528,0.157,-0.001
0.918,8086,9427,3.8080000000000003,-141,2.47,0.176,0.15,-0.021,7458,0.155,-0.001
0.919,8086,9406,3.8000000000000003,-139,2.455,0.176,0.15,-0.022,7412,0.155,-0.001
0.92,8086,9427,3.7840000000000003,-141,2.439,0.176,0.15,-0.023,7364,0.154,-0.001
0.922,8086,9384,3.7760000000000002,-136,2.411,0.168,0.15,-0.017,7280,0.152,-0.001
0.923,8086,9384,3.7760000000000002,-136,2.399,0.168,0.15,-0.018000000000000002,7244,0.151,-0.001
0.924,8086,9384,3.7760000000000002,-136,2.387,0.168,0.15,-0.018000000000000002,7207,0.15,-0.001
0.926,8086,9340,3.7600000000000002,-132,2.36,0.168,0.14,-0.02,7126,0.149,-0.001
0.927,8086,9318,3.7520000000000002,-130,2.346,0.168,0.14,-0.021,7084,0.148,-0.001
0.928,8086,9275,3.736,-125,2.332,0.168,0.14,-0.021,7040,0.147,-0.001
0.929,8086,9318,3.728,-130,2.322,0.16,0.14,-0.014,7011,0.147,-0.001
0.931,8086,9275,3.72,-125,2.301,0.16,0.14,-0.016,6948,0.145,-0.001
0.932,8086,9275,3.704,-125,2.2960000000000003,0.152,0.14,-0.008,6931,0.14400000000000002,-0.001
0.933,8086,9231,3.696,-120,2.2840000000000003,0.16,0.14,-0.017,6896,0.14400000000000002,-0.001
0.935,8086,9209,3.68,-118,2.265,0.152,0.14,-0.011,6838,0.14200000000000002,-0.001
0.936,8086,9209,3.68,-118,2.257,0.152,0.14,-0.011,6816,0.14100000000000001,-0.001
0.937,8086,9122,3.664,-109,2.244,0.16,0.14,-0.02,6775,0.14100000000000001,-0.001
0.9390000000000001,8086,9122,3.648,-109,2.226,0.152,0.13,-0.013000000000000001,6722,0.139,-0.001
0.9400000000000001,8086,9100,3.64,-107,2.217,0.152,0.13,-0.014,6694,0.139,-0.001
0.9410000000000001,8086,9100,3.64,-107,2.207,0.152,0.13,-0.014,6665,0.138,-0.001
0.9420000000000001,8086,9100,3.624,-107,2.197,0.152,0.13,-0.015,6634,0.138,-0.001
0.9440000000000001,8086,9035,3.616,-100,2.1750000000000003,0.152,0.13,-0.016,6568,0.136,-0.001
0.9450000000000001,8086,9013,3.608,-98,2.164,0.152,0.13,-0.017,6534,0.136,-0.001
0.9460000000000001,8086,8991,3.592,-95,2.152,0.152,0.13,-0.017,6498,0.135,-0.001
0.9480000000000001,8086,8991,3.6,-95,2.1270000000000002,0.152,0.13,-0.019,6423,0.134,-0.001
0.9490000000000001,8086,8947,3.584,-91,2.114,0.152,0.13,-0.019,6384,0.133,-0.001
0.9500000000000001,8086,8969,3.592,-93,2.101,0.152,0.13,-0.02,6343,0.133,-0.001
0.9520000000000001,8086,8947,3.584,-91,2.073,0.152,0.13,-0.021,6259,0.132,-0.001
0.9530000000000001,8086,8947,3.584,-91,2.058,0.152,0.13,-0.021,6215,0.131,-0.001
0.9540000000000001,8086,8947,3.584,-91,2.043,0.152,0.13,-0.022,6170,0.131,-0.001
0.9550000000000001,8086,8947,3.584,-91,2.028,0.152,0.13,-0.022,6124,0.13,-0.001
0.9570000000000001,8086,8882,3.56,-84,2.0020000000000002,0.152,0.12,-0.023,6045,0.129,-0.001
0.9580000000000001,8086,8860,3.552,-82,1.986,0.152,0.12,-0.024,5996,0.129,-0.001
0.9590000000000001,8086,8816,3.528,-77,1.969,0.152,0.12,-0.024,5945,0.128,-0.001
0.961,8086,8816,3.52,-77,1.94,0.14400000000000002,0.12,-0.017,5859,0.127,-0.001
0.962,8086,8795,3.512,-75,1.928,0.14400000000000002,0.12,-0.018000000000000002,5822,0.127,-0.001
0.963,8086,8707,3.48,-66,1.9160000000000001,0.14400000000000002,0.12,-0.018000000000000002,5785,0.126,-0.001
0.965,8086,8664,3.464,-61,1.891,0.14400000000000002,0.12,-0.019,5709,0.126,-0.001
0.966,8086,8642,3.456,-59,1.8780000000000001,0.14400000000000002,0.12,-0.019,5669,0.125,-0.001
0.967,8086,8642,3.44,-59,1.87,0.136,0.12,-0.011,5646,0.125,-0.001
0.968,8086,8620,3.424,-56,1.862,0.136,0.12,-0.012,5622,0.125,-0.001
0.97,8086,8642,3.44,-59,1.845,0.136,0.12,-0.012,5572,0.124,-0.001
0.971,8086,8642,3.424,-59,1.842,0.128,0.12,-0.005,5563,0.124,-0.001
0.972,8086,8685,3.432,-63,1.839,0.128,0.12,-0.005,5553,0.123,-0.001
0.974,8086,8707,3.432,-66,1.837,0.12,0.12,0.002,5548,0.122,-0.001
0.975,8086,8664,3.416,-61,1.839,0.12,0.12,0.002,5552,0.122,-0.001
0.976,8086,8620,3.416,-56,1.835,0.128,0.12,-0.007,5539,0.122,-0.001
0.978,8086,8555,3.392,-50,1.831,0.128,0.12,-0.007,5528,0.121,-0.001
0.979,8086,8533,3.384,-47,1.826,0.128,0.12,-0.008,5513,0.121,-0.001
0.98,8086,8511,3.376,-45,1.821,0.128,0.12,-0.008,5498,0.12,-0.001
0.981,8086,8467,3.36,-40,1.815,0.128,0.12,-0.008,5482,0.12,-0.001
0.983,8086,8402,3.352,-34,1.793,0.136,0.12,-0.016,5414,0.12,-0.001
0.984,8086,8424,3.36,-36,1.782,0.136,0.11,-0.017,5380,0.12,-0.001
0.985,8086,8424,3.36,-36,1.77,0.136,0.11,-0.017,5346,0.11900000000000001,-0.001
0.987,8086,8402,3.352,-34,1.747,0.136,0.11,-0.017,5275,0.11900000000000001,-0.001
0.988,8086,8358,3.336,-29,1.735,0.136,0.11,-0.017,5239,0.11900000000000001,-0.001
0.989,8086,8314,3.3120000000000003,-24,1.723,0.136,0.11,-0.018000000000000002,5203,0.11900000000000001,-0.001
0.991,8086,8314,3.3040000000000003,-24,1.704,0.128,0.11,-0.01,5147,0.11800000000000001,-0.001
0.992,8086,8293,3.2960000000000003,-22,1.698,0.128,0.11,-0.01,5126,0.11800000000000001,-0.001
0.993,8086,8314,3.2880000000000003,-24,1.697,0.12,0.11,-0.002,5123,0.11800000000000001,-0.001
0.995,8086,8271,3.2880000000000003,-20,1.688,0.128,0.11,-0.01,5098,0.11800000000000001,-0.001
0.996,8086,8336,3.2960000000000003,-27,1.687,0.12,0.11,-0.003,5094,0.11800000000000001,-0.001
0.997,8086,8314,3.2880000000000003,-24,1.685,0.12,0.11,-0.003,5089,0.117,-0.001
0.998,8086,8205,3.2640000000000002,-13,1.678,0.128,0.11,-0.011,5067,0.117,-0.001
1.0,8086,8162,3.248,-8,1.6640000000000001,0.128,0.11,-0.011,5024,0.117,-0.001
1.0010000000000001,8086,8162,3.248,-8,1.6560000000000001,0.128,0.11,-0.011,5001,0.117,-0.001
1.002,8086,8118,3.224,-4,1.649,0.128,0.11,-0.011,4979,0.117,-0.001
1.004,8086,8053,3.224,3,1.623,0.136,0.11,-0.019,4901,0.117,0.0
1.0050000000000001,8086,8096,3.224,-2,1.616,0.128,0.11,-0.011,4879,0.117,-0.001
1.006,8086,8096,3.224,-2,1.609,0.128,0.11,-0.011,4857,0.117,-0.001
1.008,8086,8053,3.192,3,1.605,0.12,0.11,-0.003,4847,0.117,0.0
1.0090000000000001,8086,8031,3.184,5,1.604,0.12,0.11,-0.003,4842,0.117,0.0
1.01,8086,8031,3.184,5,1.602,0.12,0.11,-0.003,4837,0.117,0.0
1.0110000000000001,8086,7987,3.176,10,1.6,0.12,0.11,-0.003,4832,0.117,0.0
1.0130000000000001,8086,7965,3.176,12,1.586,0.128,0.11,-0.011,4789,0.117,0.0
1.014,8086,7943,3.184,14,1.573,0.136,0.11,-0.019,4751,0.117,0.0
1.0150000000000001,8086,7922,3.152,17,1.566,0.128,0.11,-0.01,4730,0.117,0.0
1.0170000000000001,8086,7922,3.144,17,1.558,0.12,0.11,-0.002,4705,0.11800000000000001,0.0
1.018,8086,7878,3.128,21,1.557,0.12,0.11,-0.002,4702,0.11800000000000001,0.0
1.0190000000000001,8086,7878,3.128,21,1.556,0.12,0.11,-0.002,4699,0.11800000000000001,0.0
1.0210000000000001,8086,7878,3.128,21,1.554,0.12,0.11,-0.002,4693,0.11800000000000001,0.0
1.022,8086,7878,3.128,21,1.554,0.12,0.11,-0.002,4691,0.11800000000000001,0.0
1.0230000000000001,8086,7856,3.12,24,1.553,0.12,0.11,-0.001,4689,0.11800000000000001,0.0
1.024,8086,7791,3.096,30,1.547,0.128,0.11,-0.009000000000000001,4671,0.11900000000000001,0.0
1.026,8086,7747,3.096,35,1.5350000000000001,0.128,0.11,-0.009000000000000001,4635,0.11900000000000001,0.0
1.027,8086,7747,3.096,35,1.5290000000000001,0.128,0.11,-0.009000000000000001,4618,0.11900000000000001,0.0
1.028,8086,7812,3.088,28,1.5290000000000001,0.12,0.12,0.0,4618,0.11900000000000001,0.0
1.03,8086,7747,3.08,35,1.53,0.12,0.12,0.0,4619,0.12,0.0
1.031,8086,7725,3.072,37,1.53,0.12,0.12,0.0,4621,0.12,0.0
1.032,8086,7682,3.072,42,1.5250000000000001,0.128,0.12,-0.008,4606,0.12,0.0
1.034,8086,7638,3.072,46,1.51,0.136,0.12,-0.015,4561,0.121,0.0
1.035,8086,7638,3.072,46,1.5,0.136,0.12,-0.015,4531,0.121,0.0
1.036,8086,7682,3.056,42,1.502,0.12,0.12,0.001,4535,0.121,0.0
1.037,8086,7638,3.04,46,1.5030000000000001,0.12,0.12,0.002,4540,0.121,0.0
1.039,8086,7616,3.032,49,1.5070000000000001,0.12,0.12,0.002,4551,0.122,0.0
1.04,8086,7594,3.04,51,1.504,0.128,0.12,-0.005,4541,0.122,0.0
1.041,8086,7594,3.032,51,1.5010000000000001,0.128,0.12,-0.005,4531,0.123,0.0
1.043,8086,7529,3.016,58,1.495,0.128,0.12,-0.004,4514,0.123,0.0
1.044,8086,7529,3.016,58,1.493,0.128,0.12,-0.004,4507,0.124,0.0
1.045,8086,7551,3.008,56,1.496,0.12,0.12,0.004,4517,0.124,0.0
1.047,8086,7507,3.008,60,1.498,0.128,0.12,-0.003,4523,0.125,0.0
1.048,8086,7507,3.008,60,1.496,0.128,0.12,-0.003,4518,0.125,0.0
1.049,8086,7485,3.0,62,1.495,0.128,0.12,-0.002,4514,0.125,0.0
1.05,8086,7463,2.992,65,1.494,0.128,0.12,-0.002,4511,0.126,0.0
1.052,8086,7485,3.0,62,1.493,0.128,0.12,-0.001,4508,0.127,0.0
1.053,8086,7463,2.992,65,1.493,0.128,0.12,-0.001,4508,0.127,0.0
1.054,8086,7420,2.976,69,1.493,0.128,0.12,0.0,4508,0.127,0.0
1.056,8086,7398,2.968,72,1.494,0.128,0.12,0.001,4512,0.128,0.0
1.057,8086,7354,2.968,76,1.49,0.136,0.12,-0.007,4498,0.129,0.0
1.058,8086,7376,2.976,74,1.485,0.136,0.12,-0.007,4485,0.129,0.0
1.06,8086,7376,2.96,74,1.489,0.128,0.13,0.002,4496,0.13,0.0
1.061,8086,7354,2.952,76,1.491,0.128,0.13,0.003,4503,0.13,0.0
1.062,8086,7311,2.952,81,1.488,0.136,0.13,-0.005,4494,0.131,0.0
1.063,8086,7398,2.952,72,1.491,0.128,0.13,0.004,4503,0.131,0.0
1.065,8086,7289,2.944,83,1.487,0.136,0.13,-0.003,4490,0.132,0.0
1.066,8086,7289,2.944,83,1.485,0.136,0.13,-0.003,4485,0.133,0.0
1.067,8086,7311,2.944,81,1.49,0.128,0.13,0.006,4498,0.133,0.0
1.069,8086,7245,2.928,88,1.494,0.136,0.13,-0.001,4510,0.134,0.0
1.07,8086,7245,2.928,88,1.493,0.136,0.13,-0.001,4510,0.135,0.0
1.071,8086,7201,2.912,92,1.494,0.136,0.13,0.0,4510,0.135,0.0
1.073,8086,7289,2.928,83,1.506,0.128,0.13,0.009000000000000001,4548,0.136,0.0
1.074,8086,7223,2.92,90,1.5070000000000001,0.136,0.13,0.001,4552,0.137,0.0
1.075,8086,7201,2.912,92,1.5090000000000001,0.136,0.13,0.002,4557,0.137,0.0
1.076,8086,7158,2.912,97,1.5050000000000001,0.14400000000000002,0.13,-0.006,4546,0.138,0.0
1.078,8086,7245,2.928,88,1.5050000000000001,0.136,0.14,0.003,4545,0.139,0.0
1.079,8086,7201,2.912,92,1.508,0.136,0.14,0.004,4554,0.139,0.0
1.08,8086,7201,2.912,92,1.512,0.136,0.14,0.005,4565,0.14,0.0
1.082,8086,7114,2.912,101,1.5090000000000001,0.152,0.14,-0.01,4556,0.14100000000000001,0.0
1.083,8086,7092,2.904,104,1.5030000000000001,0.152,0.14,-0.01,4537,0.14200000000000002,0.0
1.084,8086,7092,2.888,104,1.502,0.14400000000000002,0.14,-0.001,4536,0.14200000000000002,0.0
1.086,8086,7136,2.888,99,1.514,0.136,0.14,0.008,4572,0.14400000000000002,0.0
1.087,8086,7158,2.896,97,1.52,0.136,0.14,0.009000000000000001,4591,0.14400000000000002,0.0
1.088,8086,7049,2.888,108,1.516,0.152,0.14,-0.007,4578,0.145,0.0
1.089,8086,7049,2.88,108,1.518,0.14400000000000002,0.14,0.002,4584,0.145,0.0
1.091,8086,7049,2.872,108,1.5290000000000001,0.14400000000000002,0.14,0.003,4615,0.147,0.0
1.092,8086,7092,2.888,104,1.532,0.14400000000000002,0.14,0.004,4625,0.147,0.0
1.093,8086,7049,2.88,108,1.5350000000000001,0.14400000000000002,0.14,0.005,4635,0.148,0.0
1.095,8086,7049,2.872,108,1.538,0.14400000000000002,0.15,0.006,4644,0.149,0.0
1.096,8086,7092,2.888,104,1.543,0.14400000000000002,0.15,0.007,4659,0.15,0.0
1.097,8086,7049,2.872,108,1.548,0.14400000000000002,0.15,0.007,4675,0.151,0.0
1.099,8086,7005,2.872,113,1.549,0.152,0.15,0.001,4678,0.152,0.0
1.1,8086,7005,2.872,113,1.55,0.152,0.15,0.001,4682,0.153,0.0
1.101,8086,7005,2.872,113,1.552,0.152,0.15,0.002,4687,0.153,0.0
1.102,8086,7005,2.872,113,1.554,0.152,0.15,0.003,4693,0.154,0.0
1.104,8086,7005,2.872,113,1.56,0.152,0.15,0.004,4710,0.155,0.0
1.105,8086,7005,2.872,113,1.563,0.152,0.15,0.005,4721,0.156,0.0
1.106,8086,7005,2.872,113,1.567,0.152,0.15,0.005,4733,0.157,0.0
1.108,8086,7005,2.872,113,1.577,0.152,0.15,0.007,4761,0.158,0.0
1.109,8086,7005,2.872,113,1.582,0.152,0.15,0.007,4778,0.159,0.0
1.11,8086,7005,2.872,113,1.588,0.152,0.16,0.008,4796,0.159,0.0
